"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"834.1",223.661069984717,1.96354269013089,0.67267384292196,2.91901151024642,0.00351143257878887,0.0335724624356497
"213",494.703273378492,-1.26453892756552,0.461442013698835,-2.74040700678555,0.0061363143878363,0.0475315907883418
"83",193.29071844574,-1.19252672005127,0.332927986832735,-3.58193593574459,0.000341057439624059,0.00738317555219852
"32.4",10.7107604903558,2.94665160765167,0.842222805470496,3.49866043582798,0.000467601675783383,0.00915417635728051
"553",754.636514445088,1.36750372047459,0.432650472070622,3.16075864641925,0.00157358827577669,0.0202703599658537
"19.5",6.20463274337008,4.08221957360217,1.2070182657205,3.38206942640208,0.000719419601718292,0.0121521345537064
"0.488",12.2359106637221,-3.99356463509607,1.3315688150135,-2.99914250774607,0.00270740639820382,0.0285022607024626
"0.494",2.59925572675467,-4.74431232341979,1.70098147448891,-2.78916166611709,0.00528446788316457,0.0434642071066302
"484",1696.31881044388,1.93878178311206,0.602679620739238,3.2169360243739,0.0012956748712511,0.0179009381122976
"0.503",13.3183203943838,-4.51129345453124,1.17613800008833,-3.83568378386927,0.000125215430379583,0.00375494631378124
"104",41.1266357169157,1.99675163516969,0.566613644186183,3.52400909448199,0.000425069659272839,0.00860834079544616
"403.1",178.014062613841,3.71467418035287,0.976789426666153,3.80294265984358,0.000142987460165997,0.00411205190372162
"1.104",7.12054856303558,-3.78089744841066,1.27727029096568,-2.96013887988587,0.00307500388194702,0.0308084186590747
"377",656.987805072445,3.72321075069532,0.536370122165351,6.9414954279417,3.87970790073248e-12,3.98360746041225e-09
"96",377.551712545313,-1.55656803854241,0.344913607850112,-4.51292150589444,6.39406910841108e-06,0.000450086126980014
"8.10",56.9461115036336,-2.29031986118806,0.559024591268693,-4.09699304281094,4.18551476624315e-05,0.00173193569265943
"174",291.757147443807,1.40418573410458,0.463833955314341,3.02734570855848,0.00246711625380256,0.0269952004882025
"0.584",4.40187978842469,-5.30509214400063,1.538799292047,-3.44755301839493,0.000565689367907403,0.0103825833964299
"26.4",88.4043366263168,-1.45967052121937,0.47752455426825,-3.05674442952184,0.00223754964861345,0.0255646262769777
"2.67",13.6447262309064,-2.69087260071615,0.871051022111231,-3.08922500796117,0.0020067938949274,0.0238421258498726
"1.121",8.06927325092504,-4.17535827867187,1.26927252612099,-3.28956799485145,0.00100341309538093,0.0150755984415573
"203",88.739693655081,1.85684691858446,0.654825206481828,2.83563751090268,0.0045734321903777,0.0396270990988888
"896",1153.90395650682,1.03098945611618,0.363771253559247,2.83416967676438,0.00459449298640104,0.0397245020186572
"1150",1861.2174771567,1.63268220050699,0.462212986241894,3.53231572695915,0.000411937211065429,0.00843374287124547
"79.2",309.341935268107,-1.67738187966304,0.57789793493705,-2.90255731722895,0.00370129422128822,0.0346152643510245
"104.1",98.4598975941619,5.20170855092879,0.852267806089909,6.10337327511353,1.03852915050481e-09,4.49031036811621e-07
"1.130",3.02359488224256,5.10883034974491,1.84466508415465,2.76951647951104,0.00561395642209648,0.0449411525101694
"5955",9907.6305954006,0.994750679896917,0.302892328748418,3.28417257712445,0.00102282269371415,0.0152155965753563
"19.8",12.4257878540733,2.4867281950295,0.878021370837001,2.83219552236975,0.00462295707940157,0.0398714295728384
"6.17",33.9993262021898,-2.08749134478045,0.681865487664521,-3.06144156368786,0.0022027398401412,0.0252370173718239
"4.30",16.5149181844544,-2.96771495890771,0.746727165794923,-3.97429622872828,7.05876654081533e-05,0.00245421915968111
"25.4",87.7268480457907,-1.9428248499015,0.522720124956937,-3.71675923145596,0.000201794579288338,0.00518750802544289
"30",14.4502963469281,2.85479698108725,0.75853454658925,3.76356883667836,0.000167505590427601,0.00458206763127636
"9.11",5.12252820184803,3.91362286079049,1.21905672708086,3.21036976692791,0.0013256432338005,0.0182114334834498
"53.1",36.7619829350787,2.09779635679176,0.504536342973198,4.15786966788078,3.21229195715616e-05,0.00144062392833346
"3.44",23.025710127327,-2.52387909357715,0.759433737841942,-3.32336972643482,0.000889369523510234,0.0139567561508964
"7.29",32.0341562030139,-2.3944026541057,0.66589046531999,-3.59579056737969,0.000323407915691396,0.00713107393818832
"60.1",38.7703148227342,1.41931762219801,0.452608680998867,3.13586036190402,0.00171350768972005,0.021428484276642
"1283",2061.944629027,2.09197150436133,0.631559516129905,3.31239012465617,0.000925024536884071,0.0143228070863579
"655",1598.13280539629,-2.65259854256716,0.789643901448253,-3.3592338745378,0.000781588905866619,0.012889949192943
"120.1",346.281956549032,1.03784407655576,0.378247467731826,2.74382293364509,0.0060728284325073,0.0472266035654108
"15.6",21.6569380877802,2.4772645596584,0.740290389130344,3.34634164651059,0.000818854355598121,0.0132704091804989
"724",352.200640039588,1.0495351866583,0.361560142924889,2.90279558517692,0.00369847956755313,0.0346078657681298
"58.3",29.2882208585978,2.44127963169975,0.498399471871666,4.89823880136125,9.66994713839577e-07,0.000102773797351255
"681",1082.26822489036,1.05826412721184,0.38295618854128,2.76340782281878,0.00572012463485692,0.0454548775804289
"34.5",20.1239393406423,1.74411998286444,0.633831013533018,2.75171133255628,0.00592847538921782,0.0465727989510153
"1067.1",963.84810406285,1.85029496043876,0.624889831282867,2.96099387093593,0.00306648041434679,0.0307359650609426
"7.33",5.20641288677421,3.44246115767994,1.10698099628059,3.10977439472446,0.00187230289849768,0.0227025946642211
"30.1",13.4168736844743,3.41798175006485,0.779019366657253,4.38754400257249,1.14637806022891e-05,0.000694499459907723
"14.9",8.9957968552236,3.40797586754656,1.01345749916797,3.36272203851118,0.000771780318638916,0.0127770292477872
"21.4",14.9811443183421,3.1216438875312,0.857258066724387,3.64142842010121,0.000271129513409326,0.00634347441185379
"812",1056.87175663465,1.89308538722842,0.64841358304315,2.91956466788333,0.00350520660234567,0.0335441258169101
"18.7",5.94727368893789,2.55776834748201,0.88847634628573,2.87882548384631,0.00399159149486546,0.03635703102952
"7.34",88.3974181864586,-2.52677193145443,0.605973194386079,-4.16977509048786,3.04900384984288e-05,0.00139837822584554
"0.722",12.6348911691913,-2.65591925620529,0.856146085748689,-3.10217999055935,0.00192101118782433,0.0231370750121238
"141.1",767.7894213792,-3.00535394912394,0.602597960352218,-4.98732844592988,6.1219939208639e-07,7.05332582518356e-05
"115.2",99.5794445502846,1.7542901319712,0.422656995631781,4.15062367381124,3.31570548169292e-05,0.00147915707340034
"1396",1781.03040810437,0.837201877234,0.263089472545364,3.18219451783515,0.00146163616019238,0.0193982056450919
"320",65.3419592927149,2.83230274827405,0.622768036479796,4.54792568398929,5.41772586258369e-06,0.000390941197287596
"616",527.477547151581,1.38454306790102,0.267152260850222,5.18259910470027,2.18815029990984e-07,3.14688146802768e-05
"4.37",21.4087449182969,-2.82128782614948,0.81863483922065,-3.4463324683755,0.000568250780899949,0.0104156519024937
"67.5",403.46141617537,-1.21643222942755,0.442800668655431,-2.74713277448577,0.00601187911301946,0.0469122746722829
"40.2",96.2731340220849,-1.3799115473069,0.506398659531507,-2.72495102689159,0.00643110254063477,0.0489756857246526
"7.35",3.60871438238593,3.81184377393067,1.39383566216391,2.73478708961488,0.0062420636244554,0.0480700840549476
"7.36",22.4610710371757,-3.18112402947594,0.789791682129358,-4.02780138289037,5.63008731992836e-05,0.00213747290512224
"65.2",145.931291984826,-2.49033445109029,0.483528111088074,-5.15034057789595,2.60013865290471e-07,3.62529840449572e-05
"3.54",35.341592005354,-5.7612079262764,0.845079922158724,-6.81735274405717,9.27333762564036e-12,7.94628437250445e-09
"0.785",5.07534508737134,-4.30830352741196,1.50943797498314,-2.85424349911435,0.0043139452225724,0.0381684426863159
"0.788",2.84998930750456,-4.77024911870037,1.72956805796278,-2.75805805775527,0.00581458697947237,0.0459657461181391
"9.15",75.3306624734775,-3.17088279103154,1.04011254077355,-3.048595865091,0.0022991354406591,0.0258815844671382
"231.1",672.807374437053,-1.40020562207369,0.379859652404949,-3.6861130504616,0.000227705231483976,0.00567277036715168
"3.56",16.6281468423598,-2.73230595811881,0.696876566519791,-3.92078897381207,8.82595277732139e-05,0.00291114886675226
"172",346.522032440187,-1.42590336733248,0.300672178840737,-4.74238545391914,2.11216258979528e-06,0.000185368730654038
"211.2",758.428340155702,2.88308574688699,0.758351464232549,3.80178041827172,0.000143660021866965,0.00412631310014674
"19.12",10.5938898437703,2.06086472908239,0.694435905938838,2.96768169885487,0.00300054878190625,0.0303904387955149
"0.836",6.15512397342938,-3.63130936420573,1.31686230342667,-2.75754674938794,0.00582368852773229,0.0460146203707127
"4.46",15.3088965006217,-2.12800824724932,0.731436889310744,-2.90935319006758,0.00362177444282686,0.0342246641596023
"3.62",11.8249580352295,-2.70705390948775,0.890299540488949,-3.04061025124314,0.00236099234123481,0.0262520586101132
"13.14",8.89286975843429,2.19596168790433,0.778828586879079,2.81956996045046,0.00480880471444063,0.0408651217450255
"42.5",199.701821941095,-2.7204290233463,0.583904309310105,-4.65903227629976,3.17699390966377e-06,0.000258758290095803
"10.17",298.008564484139,-3.89054971087366,0.563215938573081,-6.90774078718447,4.92432690232226e-12,4.71029046091668e-09
"164.4",105.739465252131,2.78438436749741,0.706114402725058,3.94324822826419,8.03853761945278e-05,0.00270769089047326
"106.1",384.326187919762,-1.3551673964902,0.384873282361942,-3.52107423038988,0.000429802280810064,0.00865386679536864
"51.1",106.720072243364,-1.53938539141607,0.386043737518831,-3.98759322275232,6.67469799684242e-05,0.00235856532051654
"1004",776.016802224612,1.51087129681171,0.463288712972111,3.26118736439551,0.00110946703071139,0.0160737895175028
"5.40",18.1936713709941,-2.37236883040138,0.781025291050011,-3.03750577297179,0.00238544835398369,0.0264169963886586
"34.6",153.669090795514,-1.55770665296203,0.558625796095182,-2.78846172849601,0.00529590043445045,0.0434909670185261
"359.1",357.397037896458,1.44617630161377,0.42792676321486,3.37949487138679,0.000726191622596325,0.0122282966628919
"644",541.237121015793,1.52379330546321,0.383076390559322,3.9777792184957,6.95619149741498e-05,0.00243088455803038
"104.2",271.943821125147,-1.00626611158359,0.366833457096425,-2.74311432645329,0.00608594924964686,0.0472876469716857
"314.2",112.045873842698,2.67552181673621,0.670032947629402,3.993119780456,6.52096062891727e-05,0.00232420824634312
"2.107",10.893677446553,-3.61722647395167,1.08913687898598,-3.32118629324112,0.000896356855755629,0.0140241269030336
"94",284.419080508841,-1.36149426990222,0.469366383133572,-2.90070682270136,0.00372322044972655,0.0347449330327155
"237.1",482.635341936399,-1.66384409127341,0.516924490657552,-3.21873720696988,0.00128756426681396,0.0178673434069922
"34.7",263.793044713443,-2.39723388255412,0.338536892999341,-7.08115993301441,1.42952802430176e-12,1.58913289642042e-09
"6.30",44.4208988085253,-3.00931781850393,0.688738419893807,-4.36931893383837,1.24634630273102e-05,0.000739074009463904
"1.196",6.84070428493499,-3.61526133427707,1.32763992133757,-2.72307368599971,0.00646776302909954,0.0491275274515038
"207.3",208.063059832874,1.82721954209982,0.407481311455663,4.48417998747566,7.31948617951888e-06,0.000504284398743369
"10.21",5.68894423890842,3.14056128690211,1.11507425923769,2.81645931729168,0.00485561921428427,0.0411193069595895
"5.42",38.2586289888703,-2.2074935569958,0.548113859768645,-4.02743612053082,5.6388380610996e-05,0.00213747290512224
"2.110",13.8923214083475,-2.70966660782132,0.903396164673067,-2.99942230638308,0.00270492100373802,0.0284833860227211
"69.7",33.1114338309109,3.42144795046782,0.771297600195743,4.43596343305037,9.16614078388421e-06,0.000590928740724046
"20.5",9.32335960554342,4.73621711900933,1.28103566315706,3.69717819356965,0.000218009317515706,0.00548436773011528
"841",189.321578010072,3.64498910743084,1.30727848230689,2.78822695910875,0.00529974008083351,0.0434929366262804
"1.204",23.5178497479156,-3.08938275432453,0.948334483280312,-3.25769315446411,0.00112321788171305,0.0161988340437375
"0.935",4.21987247675437,-5.16279803891207,1.48892122164711,-3.46747562184704,0.000525371393636747,0.00988068166057295
"0.936",5.72721148774109,-5.18777993115142,1.50194482815205,-3.45404160919433,0.000552252162478913,0.0102104937980545
"12.14",52.4005897410836,-1.77454400942407,0.501584722096851,-3.53787492171945,0.000403361083103426,0.00833731841552569
"0.939",26.8950265142887,-2.41530949937224,0.741695488262099,-3.25647052947789,0.0011280664023616,0.0162293623106156
"14.13",17.237073852469,2.27354822661077,0.754850222179059,3.01191966274795,0.00259601291480709,0.0277777142183307
"23.7",139.420584119804,-1.47343120708055,0.462655491014529,-3.18472650967473,0.00144890869557976,0.0193114269468215
"12.15",22.53896309384,-1.93959730417799,0.591620270628061,-3.2784497091672,0.00104378961285083,0.0154487623483871
"71.4",25.8683575173602,1.76883332349323,0.607095547778878,2.91359956429378,0.00357287882918644,0.0338920846686502
"853",169.189054269689,3.28161522072132,0.640653122306537,5.12229646037867,3.01836835581049e-07,4.11087777625303e-05
"212",161.105510078091,2.04544670779657,0.442722163263721,4.62015882086784,3.83446407025447e-06,0.000298138642105173
"53.5",145.723560583724,-1.67033705821206,0.366933383307517,-4.5521534267494,5.30995879403155e-06,0.00038383816372111
"25.7",599.944402882494,-1.67136047134253,0.567041549297299,-2.94750970791074,0.00320344693742698,0.0316580912982482
"1.215",10.1838279372048,-4.42855844041477,1.21485322528215,-3.64534443194671,0.000267033913543196,0.00627980097080914
"0.970",2.88167794064314,-4.52388971442345,1.59117071181741,-2.84312027667749,0.00446742079092142,0.0390379906081922
"60.2",46.4197590392498,5.24873314359811,1.48895030262298,3.52512312489664,0.000423286002132896,0.00859337440954005
"132.2",319.472281189837,-1.49798224179017,0.421258718660782,-3.55596733179169,0.000376590874648631,0.00793522503338772
"547",804.65624966818,0.94273909535294,0.307397515979744,3.06684031700198,0.00216334391759814,0.0249689813139502
"4442",4377.05664597667,1.6148564878456,0.459149743546698,3.51705845542165,0.000436357673088913,0.00874224425320024
"4333",4503.70749172556,1.36182729570598,0.407199886149657,3.34437052176747,0.000824695146562601,0.0133387872879537
"1223",1377.74249220903,1.25937407404597,0.377784284617073,3.33357983729389,0.0008573606229386,0.0136576683896544
"1312",1007.08622194762,2.69127294396957,0.65510445364608,4.10815852188287,3.98826335525906e-05,0.00167852674533125
"266.2",112.719775173061,2.68277531263315,0.777453505586978,3.45072122429708,0.000559090748088087,0.0103028501611161
"779",845.79114099045,1.15135852215552,0.385529456056812,2.98643463960339,0.00282251166597016,0.0292867626975324
"2.119",12.5501202570168,-3.25846639979138,0.953279576573067,-3.41816449221035,0.000630449922685657,0.011172354920286
"1.224",19.8214726581964,-3.87058125020353,0.897698394502813,-4.31167224304466,1.62024486114527e-05,0.000896347031732815
"92.1",526.878203310046,4.51007027056099,1.29066766841649,3.49436991483204,0.000475182117870673,0.00925412674722475
"236.3",317.884658813915,2.41025757448072,0.592417117915724,4.06851439904477,4.73138376897458e-05,0.00188207491104152
"119.2",295.749877680802,-1.62321487637984,0.583349652230565,-2.78257623052165,0.00539291945464816,0.0438631936106651
"17.14",103.263598151993,-2.92257027862747,0.608199531506689,-4.80528202872403,1.54533514254268e-06,0.000146792562928228
"586.1",1657.25209935477,-1.81103725922264,0.486212602249124,-3.72478469468939,0.000195481990967228,0.00505788266496227
"2401",2451.67673905659,1.02020647187837,0.325705080341596,3.13230137770152,0.0017344173716316,0.0215870176370818
"11297",9650.98466778297,1.29001400597805,0.362629231941,3.55739111012413,0.000374556282245774,0.00792075806943493
"0.1025",7.43518061254704,-3.71159065878102,1.25864408108043,-2.94888023911808,0.00318927539166522,0.0315635433432584
"98.1",41.4394273365938,1.79340031819841,0.630720242800226,2.8434164570907,0.00446327086724469,0.0390344023050481
"225.2",79.6812672528409,2.26261265134135,0.596407217816612,3.7937378753137,0.000148396330937305,0.00421811594017445
"238.2",686.697935775112,-2.01151553436657,0.33899719850209,-5.93372317899604,2.96140978083666e-09,1.01507086504081e-06
"0.1043",16.5193321734253,-2.73623146182702,0.819890495818884,-3.3373133068144,0.000845925313851397,0.0135384257136272
"597",972.862743412913,2.30150097389754,0.576613136989382,3.99141265825846,6.568087821447e-05,0.00233897852973105
"4281",3301.56702238009,1.3328645065257,0.340579392621763,3.91352071029717,9.09600951163675e-05,0.00296456392411356
"2.120",18.7796154048967,-2.86929975442449,0.856680508699128,-3.34932302683241,0.000810092888058754,0.0131751406005317
"2.122",81.9136937024799,-5.27853957999503,0.72327773401118,-7.29808112676317,2.9190062775018e-13,4.44672767407135e-10
"1.236",14.3863545418778,-2.37580119463104,0.814442650971235,-2.91708838160411,0.00353315642806444,0.0336782179177372
"66.3",184.516993787767,-1.14199954630556,0.388680838895755,-2.93814212594064,0.00330185618191691,0.0323204369489797
"1266",2876.80548125235,1.61892668101801,0.538265801765855,3.00767144356357,0.00263257585740525,0.0280398004696107
"14.14",123.643812980969,-3.24633765195557,0.968368901028962,-3.35237702130469,0.000801208279927397,0.0130719943521197
"15.9",11.12816656948,2.28104301189021,0.823536164348799,2.76981523172563,0.00560881001555415,0.0449349366477908
"427",115.845779265483,2.02160461386465,0.717005882397117,2.81950910514981,0.0048097166426458,0.0408651217450255
"35.3",85.114111571134,-1.29998176856243,0.462970401488436,-2.80791550471266,0.0049863308008747,0.0418044786324454
"9.19",78.6913332727502,-2.5657304586681,0.685054921600083,-3.74529162227653,0.000180184350928314,0.00479686895665533
"2170",3343.49155755601,0.899083216152727,0.302530335721326,2.9718778912172,0.00295984377187323,0.0301357248773405
"102.1",184.052258133891,-1.73914414499221,0.520766014264002,-3.33958840891363,0.000839026400048369,0.0134646878113108
"1.245",14.2157205917185,-2.90981552598627,0.885766026661231,-3.28508368847066,0.00101952084306352,0.0151985451461945
"0.1064",4.15761854157954,-4.43492525822313,1.60407201987591,-2.76479185676851,0.00569591276794582,0.0453350245576839
"237.2",90.1229091144655,2.2882288466446,0.615683667758642,3.71656577309375,0.000201949085789677,0.00518823725647421
"42.8",42.4388565019838,2.01260152571059,0.617056106375106,3.26161836001204,0.00110778174969243,0.0160606877499469
"342.3",212.354766199796,1.60281432078375,0.440292673302552,3.64033838846633,0.000272279965825001,0.00636315186042507
"0.1073",9.69164554684146,-3.43530800995758,1.10762661777045,-3.10150366092913,0.00192540491565792,0.0231764207158109
"257.1",128.27937542141,2.44493477554745,0.542858135090993,4.503818986037,6.67430621862696e-06,0.000465661726881474
"928.1",874.93142508628,1.18512497546607,0.288119609580805,4.11330897327796,3.90027802728332e-05,0.0016589693437455
"94.1",132.662512860016,-1.23903884969803,0.416005102146326,-2.97842224363442,0.00289736533876245,0.0297400657367671
"241.2",313.94622303328,3.14498560138381,0.526854317092846,5.9693647738101,2.38179071587137e-09,8.59345911706186e-07
"474",385.645516381335,3.86139661189056,0.656867108681069,5.87850504441288,4.13988194632151e-09,1.33029284636055e-06
"89.1",34.258049757605,2.3929060580467,0.751655563068571,3.18351406630699,0.00145499043727266,0.0193485973732498
"21.11",9.58756670208391,2.69511624383478,0.846764548165762,3.18284019999758,0.00145838078410603,0.0193753158696838
"91.2",63.670841143952,1.85687497382382,0.511518869374738,3.63012018714694,0.000283289279935802,0.00655341472049464
"490",632.10704285678,1.41890148529482,0.453618502712775,3.12796210209541,0.0017602287624015,0.0218006531846842
"238.3",125.771367419672,2.19907290346189,0.47602637319442,4.61964510223414,3.843969781419e-06,0.000298313813357632
"0.1134",4.88610149284744,-4.89555110643839,1.5516346859611,-3.15509259410893,0.00160447175693694,0.0205587314126396
"2181",1596.19286436369,1.38724660717925,0.39966331950419,3.47103809501514,0.000518450442546636,0.00978631718787777
"715",486.244868641366,2.46329856410872,0.489474950334345,5.03253243588077,4.84042676042784e-07,5.90776240602841e-05
"0.1163",3.68070995575857,-5.79069955844425,1.61648914778966,-3.58226936837917,0.00034062229644427,0.00737763858612389
"33.4",8.53383397921467,3.02608219856197,1.07961181791644,2.80293541469567,0.00506398091254457,0.042265949454925
"809",1430.63443555984,1.20679102891052,0.443343430484266,2.72202303210478,0.00648836202156161,0.0492405549826712
